"Text-raw","IsAVerse","Verse-temp","Chapter 1","AnyChapter","IsABook","Type","Chapter","Text"
"109 And I beheld his sword, and I drew it forth from the sheath thereof; and the hilt thereof was of pure gold, and the workmanship thereof was exceeding fine; and I saw that the blade thereof was of the most precious steel.",1,109,0,0,0,"verse",1,"And I beheld his sword, and I drew it forth from the sheath thereof; and the hilt thereof was of pure gold, and the workmanship thereof was exceeding fine; and I saw that the blade thereof was of the most precious steel."
"110 And it came to pass that I was constrained by the Spirit that I should kill Laban;",1,110,0,0,0,"verse",1,"And it came to pass that I was constrained by the Spirit that I should kill Laban;"
"111 But I said in my heart, Never at any time have I shed the blood of man; and I shrank and would that I might not slay him.",1,111,0,0,0,"verse",1,"But I said in my heart, Never at any time have I shed the blood of man; and I shrank and would that I might not slay him."
"112 And the Spirit said unto me again, Behold, the Lord hath delivered him into thy hands; yea, and I also knew that he had sought to take away mine own life; yea, and he would not hearken unto the commandments of the Lord; and he also had taken away our property.",1,112,0,0,0,"verse",1,"And the Spirit said unto me again, Behold, the Lord hath delivered him into thy hands; yea, and I also knew that he had sought to take away mine own life; yea, and he would not hearken unto the commandments of the Lord; and he also had taken away our property."
"113 And it came to pass that the Spirit said unto me again, Slay him, for the Lord hath delivered him into thy hands.",1,113,0,0,0,"verse",1,"And it came to pass that the Spirit said unto me again, Slay him, for the Lord hath delivered him into thy hands."
"114 Behold, the Lord slayeth the wicked to bring forth his righteous purposes.",1,114,0,0,0,"verse",1,"Behold, the Lord slayeth the wicked to bring forth his righteous purposes."
"115 It is better that one man should perish than that a nation should dwindle and perish in unbelief.",1,115,0,0,0,"verse",1,"It is better that one man should perish than that a nation should dwindle and perish in unbelief."
"116 And now, when I, Nephi, had heard these words, I remembered the words of the Lord which he spake unto me in the wilderness, saying that, Inasmuch as thy seed shall keep my commandments, they shall prosper in the land of promise.",1,116,0,0,0,"verse",1,"And now, when I, Nephi, had heard these words, I remembered the words of the Lord which he spake unto me in the wilderness, saying that, Inasmuch as thy seed shall keep my commandments, they shall prosper in the land of promise."
"117 Yea, and I also thought that they could not keep the commandments of the Lord according to the law of Moses, save they should have the law.",1,117,0,0,0,"verse",1,"Yea, and I also thought that they could not keep the commandments of the Lord according to the law of Moses, save they should have the law."
"118 And I also knew that the law was engraven upon the plates of brass.",1,118,0,0,0,"verse",1,"And I also knew that the law was engraven upon the plates of brass."
"119 And again, I knew that the Lord had delivered Laban into my hands for this cause, that I might obtain the records according to his commandments.",1,119,0,0,0,"verse",1,"And again, I knew that the Lord had delivered Laban into my hands for this cause, that I might obtain the records according to his commandments."
"120 Therefore, I did obey the voice of the Spirit and took Laban by the hair of the head; and I smote off his head with his own sword.",1,120,0,0,0,"verse",1,"Therefore, I did obey the voice of the Spirit and took Laban by the hair of the head; and I smote off his head with his own sword."
"121 And after I had smitten off his head with his own sword, I took the garments of Laban and put them upon mine own body, yea, even every whit; and I did gird on his armor about my loins.",1,121,0,0,0,"verse",1,"And after I had smitten off his head with his own sword, I took the garments of Laban and put them upon mine own body, yea, even every whit; and I did gird on his armor about my loins."
"122 And after I had done this, I went forth unto the treasury of Laban.",1,122,0,0,0,"verse",1,"And after I had done this, I went forth unto the treasury of Laban."
"123 And as I went forth towards the treasury of Laban, behold, I saw the servant of Laban, who had the keys of the treasury.",1,123,0,0,0,"verse",1,"And as I went forth towards the treasury of Laban, behold, I saw the servant of Laban, who had the keys of the treasury."
"124 And I commanded him in the voice of Laban that he should go with me into the treasury; and he supposed me to be his master Laban, for he beheld the garments and also the sword girded about my loins.",1,124,0,0,0,"verse",1,"And I commanded him in the voice of Laban that he should go with me into the treasury; and he supposed me to be his master Laban, for he beheld the garments and also the sword girded about my loins."
"125 And he spake unto me concerning the elders of the Jews, he knowing that his master Laban had been out by night among them.",1,125,0,0,0,"verse",1,"And he spake unto me concerning the elders of the Jews, he knowing that his master Laban had been out by night among them."
"126 And I spake unto him as if it had been Laban.",1,126,0,0,0,"verse",1,"And I spake unto him as if it had been Laban."
"127 And I also spake unto him that I should carry the engravings which were upon the plates of brass to my elder brethren, who were without the walls.",1,127,0,0,0,"verse",1,"And I also spake unto him that I should carry the engravings which were upon the plates of brass to my elder brethren, who were without the walls."
"128 And I also bade him that he should follow me.",1,128,0,0,0,"verse",1,"And I also bade him that he should follow me."
"129 And he, supposing that I spake of the brethren of the church and that I was truly that Laban whom I had slain, wherefore, he did follow me.",1,129,0,0,0,"verse",1,"And he, supposing that I spake of the brethren of the church and that I was truly that Laban whom I had slain, wherefore, he did follow me."
"130 And he spake unto me many times concerning the elders of the Jews as I went forth unto my brethren, who were without the walls.",1,130,0,0,0,"verse",1,"And he spake unto me many times concerning the elders of the Jews as I went forth unto my brethren, who were without the walls."
